CHNGIND,CHANGENR,VALUE_NEW,TABNAME,FNAME
U,0000000881,SRM: Ordered,EBAN,SRM_STATUS
U,0000000882,SRM: Deleted,EBAN,SRM_STATUS
U,0000000883,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000884,SRM: Created,EBAN,SRM_STATUS
U,0000000885,SRM: Complete,EBAN,SRM_STATUS
U,0000000886,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000887,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000888,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000889,SRM: Ordered,EBAN,SRM_STATUS
U,0000000890,SRM: Deleted,EBAN,SRM_STATUS
U,0000000891,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000892,SRM: Created,EBAN,SRM_STATUS
U,0000000893,SRM: Complete,EBAN,SRM_STATUS
U,0000000894,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000895,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000896,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000897,SRM: Ordered,EBAN,SRM_STATUS
U,0000000898,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000899,00001,EKPO,EBELP
U,0000000900,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000901,SRM: Created,EBAN,SRM_STATUS
U,0000000902,SRM: Complete,EBAN,SRM_STATUS
U,0000000903,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000904,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000905,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000906,SRM: Ordered,EBAN,SRM_STATUS
U,0000000907,SRM: Deleted,EBAN,SRM_STATUS
U,0000000908,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000909,SRM: Created,EBAN,SRM_STATUS
U,0000000910,SRM: Complete,EBAN,SRM_STATUS
U,0000000911,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000912,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000913,SRM: Ordered,EBAN,SRM_STATUS
U,0000000914,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000000915,00001,EKPO,EBELP
U,0000000916,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000917,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000918,SRM: Created,EBAN,SRM_STATUS
U,0000000919,SRM: Complete,EBAN,SRM_STATUS
U,0000000920,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000921,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000922,SRM: Ordered,EBAN,SRM_STATUS
U,0000000923,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000000924,00001,EKPO,EBELP
U,0000000925,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000926,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000927,SRM: Created,EBAN,SRM_STATUS
U,0000000928,SRM: Complete,EBAN,SRM_STATUS
U,0000000929,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000930,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000931,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000932,SRM: Ordered,EBAN,SRM_STATUS
U,0000000933,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000934,00001,EKPO,EBELP
U,0000000935,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000936,SRM: Created,EBAN,SRM_STATUS
U,0000000937,SRM: Complete,EBAN,SRM_STATUS
U,0000000938,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000939,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000940,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000941,SRM: Ordered,EBAN,SRM_STATUS
U,0000000942,SRM: Deleted,EBAN,SRM_STATUS
U,0000000943,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000944,SRM: Created,EBAN,SRM_STATUS
U,0000000945,SRM: Complete,EBAN,SRM_STATUS
U,0000000946,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000947,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000948,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000949,SRM: Ordered,EBAN,SRM_STATUS
U,0000000950,SRM: Deleted,EBAN,SRM_STATUS
U,0000000951,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000952,SRM: Created,EBAN,SRM_STATUS
U,0000000953,SRM: Complete,EBAN,SRM_STATUS
U,0000000954,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000955,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000956,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000957,SRM: Ordered,EBAN,SRM_STATUS
U,0000000958,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000959,00001,EKPO,EBELP
U,0000000960,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000961,SRM: Created,EBAN,SRM_STATUS
U,0000000962,SRM: Complete,EBAN,SRM_STATUS
U,0000000963,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000964,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000965,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000966,SRM: Ordered,EBAN,SRM_STATUS
U,0000000967,SRM: Deleted,EBAN,SRM_STATUS
U,0000000968,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000969,SRM: Created,EBAN,SRM_STATUS
U,0000000970,SRM: Complete,EBAN,SRM_STATUS
U,0000000971,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000972,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000973,SRM: Ordered,EBAN,SRM_STATUS
U,0000000974,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000975,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000976,00001,EKPO,EBELP
U,0000000977,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000978,SRM: Created,EBAN,SRM_STATUS
U,0000000979,SRM: Complete,EBAN,SRM_STATUS
U,0000000980,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000981,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000982,SRM: Ordered,EBAN,SRM_STATUS
U,0000000983,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000984,SRM: Deleted,EBAN,SRM_STATUS
U,0000000985,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000986,SRM: Created,EBAN,SRM_STATUS
U,0000000987,SRM: Complete,EBAN,SRM_STATUS
U,0000000988,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000989,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000990,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000991,SRM: Ordered,EBAN,SRM_STATUS
U,0000000992,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000993,00001,EKPO,EBELP
U,0000000994,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000995,SRM: Created,EBAN,SRM_STATUS
U,0000000996,SRM: Complete,EBAN,SRM_STATUS
U,0000000997,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000998,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000999,SRM: Ordered,EBAN,SRM_STATUS
U,0000001000,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001001,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001002,00001,EKPO,EBELP
U,0000001003,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001004,SRM: Created,EBAN,SRM_STATUS
U,0000001005,SRM: Complete,EBAN,SRM_STATUS
U,0000001006,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001007,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001008,SRM: Ordered,EBAN,SRM_STATUS
U,0000001009,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001010,SRM: Deleted,EBAN,SRM_STATUS
U,0000001011,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001012,SRM: Created,EBAN,SRM_STATUS
U,0000001013,SRM: Complete,EBAN,SRM_STATUS
U,0000001014,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001015,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001016,SRM: Ordered,EBAN,SRM_STATUS
U,0000001017,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001018,SRM: Deleted,EBAN,SRM_STATUS
U,0000001019,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001020,SRM: Created,EBAN,SRM_STATUS
U,0000001021,SRM: Complete,EBAN,SRM_STATUS
U,0000001022,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001023,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001024,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001025,SRM: Ordered,EBAN,SRM_STATUS
I,0000001026,00001,EKPO,EBELP
U,0000001027,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001028,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001029,SRM: Created,EBAN,SRM_STATUS
U,0000001030,SRM: Complete,EBAN,SRM_STATUS
U,0000001031,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001032,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001033,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001034,SRM: Ordered,EBAN,SRM_STATUS
U,0000001035,SRM: Deleted,EBAN,SRM_STATUS
U,0000001036,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001037,SRM: Created,EBAN,SRM_STATUS
U,0000001038,SRM: Complete,EBAN,SRM_STATUS
U,0000001039,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001040,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001041,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001042,SRM: Ordered,EBAN,SRM_STATUS
U,0000001043,SRM: Deleted,EBAN,SRM_STATUS
U,0000001044,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001045,SRM: Created,EBAN,SRM_STATUS
U,0000001046,SRM: Complete,EBAN,SRM_STATUS
U,0000001047,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001048,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001049,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001050,SRM: Ordered,EBAN,SRM_STATUS
U,0000001051,SRM: Deleted,EBAN,SRM_STATUS
U,0000001052,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001053,SRM: Created,EBAN,SRM_STATUS
U,0000001054,SRM: Complete,EBAN,SRM_STATUS
U,0000001055,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001056,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001057,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001058,SRM: Ordered,EBAN,SRM_STATUS
U,0000001059,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001060,00001,EKPO,EBELP
U,0000001061,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001062,SRM: Created,EBAN,SRM_STATUS
U,0000001063,SRM: Complete,EBAN,SRM_STATUS
U,0000001064,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001065,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001066,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001067,SRM: Ordered,EBAN,SRM_STATUS
U,0000001068,SRM: Deleted,EBAN,SRM_STATUS
U,0000001069,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001070,SRM: Created,EBAN,SRM_STATUS
U,0000001071,SRM: Complete,EBAN,SRM_STATUS
U,0000001072,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001073,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001074,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001075,SRM: Ordered,EBAN,SRM_STATUS
U,0000001076,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001077,00001,EKPO,EBELP
U,0000001078,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001079,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001080,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001081,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001082,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001083,SRM: Created,EBAN,SRM_STATUS
U,0000001084,SRM: Complete,EBAN,SRM_STATUS
U,0000001085,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001086,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001087,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001088,SRM: Ordered,EBAN,SRM_STATUS
U,0000001089,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001090,00001,EKPO,EBELP
U,0000001091,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001092,SRM: Created,EBAN,SRM_STATUS
U,0000001093,SRM: Complete,EBAN,SRM_STATUS
U,0000001094,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001095,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001096,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001097,SRM: Ordered,EBAN,SRM_STATUS
U,0000001098,SRM: Deleted,EBAN,SRM_STATUS
U,0000001099,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001100,SRM: Created,EBAN,SRM_STATUS
U,0000001101,SRM: Complete,EBAN,SRM_STATUS
U,0000001102,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001103,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001104,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001105,SRM: Ordered,EBAN,SRM_STATUS
U,0000001106,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001107,00001,EKPO,EBELP
U,0000001108,SRM: Created,EBAN,SRM_STATUS
U,0000001109,SRM: Complete,EBAN,SRM_STATUS
U,0000001110,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001111,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001112,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001113,SRM: Ordered,EBAN,SRM_STATUS
U,0000001114,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001115,00001,EKPO,EBELP
U,0000001116,SRM: Created,EBAN,SRM_STATUS
U,0000001117,SRM: Complete,EBAN,SRM_STATUS
U,0000001118,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001119,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001120,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001121,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001122,SRM: Ordered,EBAN,SRM_STATUS
I,0000001123,00001,EKPO,EBELP
U,0000001124,SRM: Created,EBAN,SRM_STATUS
U,0000001125,SRM: Complete,EBAN,SRM_STATUS
U,0000001126,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001127,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001128,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001129,SRM: Ordered,EBAN,SRM_STATUS
U,0000001130,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001131,00001,EKPO,EBELP
U,0000001132,SRM: Created,EBAN,SRM_STATUS
U,0000001133,SRM: Complete,EBAN,SRM_STATUS
U,0000001134,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001135,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001136,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001137,SRM: Ordered,EBAN,SRM_STATUS
U,0000001138,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001139,00002,EKPO,EBELP
U,0000001140,SRM: Created,EBAN,SRM_STATUS
U,0000001141,SRM: Complete,EBAN,SRM_STATUS
U,0000001142,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001143,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001144,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001145,SRM: Ordered,EBAN,SRM_STATUS
U,0000001146,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001147,00003,EKPO,EBELP
U,0000001148,SRM: Created,EBAN,SRM_STATUS
U,0000001149,SRM: Complete,EBAN,SRM_STATUS
U,0000001150,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001151,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001152,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001153,SRM: Ordered,EBAN,SRM_STATUS
I,0000001154,00001,EKPO,EBELP
U,0000001155,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001156,SRM: Created,EBAN,SRM_STATUS
U,0000001157,SRM: Complete,EBAN,SRM_STATUS
U,0000001158,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001159,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001160,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001161,SRM: Ordered,EBAN,SRM_STATUS
I,0000001162,00002,EKPO,EBELP
U,0000001163,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001164,SRM: Created,EBAN,SRM_STATUS
U,0000001165,SRM: Complete,EBAN,SRM_STATUS
U,0000001166,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001167,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001168,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001169,SRM: Ordered,EBAN,SRM_STATUS
I,0000001170,00001,EKPO,EBELP
U,0000001171,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001172,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001173,SRM: Created,EBAN,SRM_STATUS
U,0000001174,SRM: Complete,EBAN,SRM_STATUS
U,0000001175,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001176,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001177,SRM: Ordered,EBAN,SRM_STATUS
U,0000001178,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001179,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001180,00001,EKPO,EBELP
U,0000001181,SRM: Created,EBAN,SRM_STATUS
U,0000001182,SRM: Complete,EBAN,SRM_STATUS
U,0000001183,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001184,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001185,SRM: Ordered,EBAN,SRM_STATUS
U,0000001186,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001187,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001188,00002,EKPO,EBELP
U,0000001189,SRM: Created,EBAN,SRM_STATUS
U,0000001190,SRM: Complete,EBAN,SRM_STATUS
U,0000001191,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001192,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001193,SRM: Ordered,EBAN,SRM_STATUS
U,0000001194,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001195,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001196,00003,EKPO,EBELP
U,0000001197,SRM: Created,EBAN,SRM_STATUS
U,0000001198,SRM: Complete,EBAN,SRM_STATUS
U,0000001199,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001200,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001201,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001202,SRM: Ordered,EBAN,SRM_STATUS
U,0000001203,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001204,00001,EKPO,EBELP
U,0000001205,SRM: Created,EBAN,SRM_STATUS
U,0000001206,SRM: Complete,EBAN,SRM_STATUS
U,0000001207,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001208,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001209,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001210,SRM: Ordered,EBAN,SRM_STATUS
U,0000001211,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001212,00002,EKPO,EBELP
U,0000001213,SRM: Created,EBAN,SRM_STATUS
U,0000001214,SRM: Complete,EBAN,SRM_STATUS
U,0000001215,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001216,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001217,SRM: Ordered,EBAN,SRM_STATUS
U,0000001218,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001219,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001220,00001,EKPO,EBELP
U,0000001221,SRM: Created,EBAN,SRM_STATUS
U,0000001222,SRM: Complete,EBAN,SRM_STATUS
U,0000001223,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001224,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001225,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001226,SRM: Ordered,EBAN,SRM_STATUS
U,0000001227,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001228,00001,EKPO,EBELP
U,0000001229,SRM: Created,EBAN,SRM_STATUS
U,0000001230,SRM: Complete,EBAN,SRM_STATUS
U,0000001231,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001232,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001233,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001234,SRM: Ordered,EBAN,SRM_STATUS
U,0000001235,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001236,00002,EKPO,EBELP
U,0000001237,SRM: Created,EBAN,SRM_STATUS
U,0000001238,SRM: Complete,EBAN,SRM_STATUS
U,0000001239,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001240,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001241,SRM: Ordered,EBAN,SRM_STATUS
U,0000001242,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001243,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001244,00001,EKPO,EBELP
U,0000001245,SRM: Created,EBAN,SRM_STATUS
U,0000001246,SRM: Complete,EBAN,SRM_STATUS
U,0000001247,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001248,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001249,SRM: Ordered,EBAN,SRM_STATUS
U,0000001250,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001251,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001252,00002,EKPO,EBELP
U,0000001253,SRM: Created,EBAN,SRM_STATUS
U,0000001254,SRM: Complete,EBAN,SRM_STATUS
U,0000001255,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001256,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001257,SRM: Ordered,EBAN,SRM_STATUS
U,0000001258,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001259,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001260,00003,EKPO,EBELP
U,0000001261,SRM: Created,EBAN,SRM_STATUS
U,0000001262,SRM: Complete,EBAN,SRM_STATUS
U,0000001263,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001264,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001265,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001266,SRM: Ordered,EBAN,SRM_STATUS
U,0000001267,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001268,00001,EKPO,EBELP
U,0000001269,SRM: Created,EBAN,SRM_STATUS
U,0000001270,SRM: Complete,EBAN,SRM_STATUS
U,0000001271,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001272,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001273,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001274,SRM: Ordered,EBAN,SRM_STATUS
U,0000001275,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001276,00001,EKPO,EBELP
U,0000001277,SRM: Created,EBAN,SRM_STATUS
U,0000001278,SRM: Complete,EBAN,SRM_STATUS
U,0000001279,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001280,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001281,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001282,SRM: Ordered,EBAN,SRM_STATUS
U,0000001283,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001284,00001,EKPO,EBELP
U,0000001285,SRM: Created,EBAN,SRM_STATUS
U,0000001286,SRM: Complete,EBAN,SRM_STATUS
U,0000001287,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001288,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001289,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001290,SRM: Ordered,EBAN,SRM_STATUS
U,0000001291,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001292,00002,EKPO,EBELP
U,0000001293,SRM: Created,EBAN,SRM_STATUS
U,0000001294,SRM: Complete,EBAN,SRM_STATUS
U,0000001295,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001296,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001297,SRM: Ordered,EBAN,SRM_STATUS
U,0000001298,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001299,00001,EKPO,EBELP
U,0000001300,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001301,SRM: Created,EBAN,SRM_STATUS
U,0000001302,SRM: Complete,EBAN,SRM_STATUS
U,0000001303,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001304,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001305,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001306,SRM: Ordered,EBAN,SRM_STATUS
I,0000001307,00001,EKPO,EBELP
U,0000001308,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001309,SRM: Created,EBAN,SRM_STATUS
U,0000001310,SRM: Complete,EBAN,SRM_STATUS
U,0000001311,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001312,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001313,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001314,SRM: Ordered,EBAN,SRM_STATUS
U,0000001315,SRM: Deleted,EBAN,SRM_STATUS
U,0000001316,Delete Purchase Order Item,EKPO,UNMAPPED_ACTIVITY
U,0000001317,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001318,SRM: Transaction Completed,EBAN,SRM_STATUS
U,0000001319,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001320,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001321,SRM: Created,EBAN,SRM_STATUS
U,0000001322,SRM: Complete,EBAN,SRM_STATUS
U,0000001323,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001324,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001325,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
